Unnamed: 0;Network_Edge_ID;Manually_Added;Distance;Network_Node_A_ID;Network_Node_B_ID;Traffic_flow_trucks_2019;Traffic_flow_trucks_2030
7455;1304240;0;1.479;185051;193305;1703470;1703126
7456;1250048;0;1.643;185048;122272;223985;273884
7457;1034429;0;0.8909999999999999;185048;122270;1682702;1753342
7458;1304396;0;16.480.000.000.000.000;185047;192717;3081551;3115565
7459;1250049;0;6.377.999.999.999.990;185047;185048;1458716;1479459
7460;1305016;0;34.189.999.999.999.900;185046;192667;900049;985666
7461;1020234;0;4.218;185046;185045;900049;985666
7462;1305015;0;0.782;185045;193390;900049;985666
7463;1250046;0;66.979.999.999.999.900;185044;192722;900049;985666
7464;1305066;0;5.132.999.999.999.990;185010;192871;397268;411539
7465;1034608;0;32.289.999.999.999.900;185010;122290;397268;411539
7466;1201210;0;11.077;181147;181145;5010888;7557772
7467;1310380;0;3.555;181141;201897;5622236;7812709
7468;1000141;0;1.568;181141;100176;5622236;7812709
7469;1201198;0;0.872;181140;106678;1641432;2094581
7470;2608113;0;2.318;181135;261230;4525664;6341500
7471;1035056;0;9.131;181130;106424;4525664;6341500
7472;2615077;0;1.796;181122;260753;0;0
7473;1201182;0;1.003;181122;114167;0;0
7474;1020874;0;72.479.999.999.999.900;181122;110727;0;0
7475;1015113;0;1.511;181122;110704;0;0
7476;1201180;0;4.872;181121;260646;363220;496521
7477;1201177;0;0.632;181118;260627;1999804;2260692
7478;1016491;0;2.036;181118;111671;1999804;2260692
7479;1201162;0;10.402.000.000.000.000;181106;195861;0;0
7480;1015556;0;19.569.999.999.999.900;181105;195889;0;0
7481;1016126;0;3.449;181090;111471;3189372;3906095
7482;1021886;0;1.93;181087;195468;366936;412725
7483;1021966;0;2.863;181085;195391;629961;663076
7484;1021984;0;4.705;181083;111445;2878965;5708286
7485;1201116;0;0.619;181080;111425;1887465;2118048
7486;1201115;0;4.287;181079;111267;393496;426606
7487;1201092;0;1.916;181075;181063;0;0
7488;1201105;0;9.751;181072;195924;4047456;6081064
7489;1201097;0;1.381;181066;114231;4503708;5306624
7490;1020926;0;2.213;181066;114202;4503708;5306624
7491;1026590;0;22.680.000.000.000.000;181064;114178;2819611;3287244
7492;1201079;0;64.579.999.999.999.900;181054;196022;2536179;2982354
7493;1025430;0;4.677;181054;116994;2536179;2982354
7494;1201193;0;3.753;181037;196100;651918;733969
7495;1025244;0;30.469.999.999.999.900;181037;196096;43374;48024
7496;1201036;0;2.806;181029;113578;1598315;1867070
7497;1025309;0;26.069.999.999.999.900;181029;181028;1598315;1867070
7498;1201033;0;8.815;181027;116817;1643842;1903631
7499;1201032;0;12.229.999.999.999.900;181027;113536;765638;849219
7500;1019651;0;3.575;181027;113535;2409479;2752850
7501;1025221;0;15.625;181023;116878;900166;1009525
7502;1009929;0;7.294;181018;168026;1566024;2218049
7503;1039167;0;4.65;181017;126285;0;0
7504;1024842;0;54.570.000.000.000.000;181017;196595;0;0
7505;1201007;0;1.69;181006;115727;1821530;2448742
7506;1201000;0;2.826;181000;196139;714949;809226
7507;1200801;0;22.345;180768;104681;1087860;1358120
7508;1005979;0;8.048;180768;104682;1087860;1358120
7509;1200781;0;6.426;180764;180763;2815896;3341925
7510;1200780;0;5.002;180762;180763;2815896;3341925
7511;1200777;0;42.139.999.999.999.900;180761;180762;2815896;3341925
7512;1200775;0;8.288;180761;104689;2815896;3341925
7513;1200768;0;13.001;180756;168022;4034109;3496199
7514;1200793;0;7.995;180755;180756;4034109;3496199
7515;1200792;0;16.594;180755;180747;4034109;3496199
7516;1005997;0;12.460.999.999.999.900;180751;104641;155346;125950
7517;1005911;0;14.661;180751;104640;155346;125950
7518;1005917;0;12.645;180745;104643;155346;125950
7519;1200797;0;1.624;180739;180738;471206;432341
7520;1200795;0;10.245.999.999.999.900;180731;104685;2971242;3467875
7521;1200739;0;4.417;180731;180729;2143571;2781252
7522;1200736;0;52.010.000.000.000.000;180727;180729;2143571;2781252
7523;1200733;0;8.457;180724;180727;2143571;2781252
7524;1200729;0;12.24;180724;180720;2143571;2781252
7525;1005984;0;6.617.000.000.000.000;180718;180720;2143571;2781252
7526;1200719;0;16.14;180716;180713;2143571;2781252
7527;1200712;0;5.685;180711;102935;1906126;2566632
7528;2615939;1;6.6;180700;102935;1628370;2404694
7529;1000263;0;8.119;180317;100985;1937258;2592271
7530;1200302;0;41.610.000.000.000.000;180316;100985;1937258;2592271
7531;2616028;1;4.178.100.000.000.000;180315;102717;479179;638018
7532;1030230;0;0.258;180253;180256;1199248;1637892
7533;1200272;0;0.44299999999999995;180247;191141;0;0
7534;1200270;0;0.25;180246;180247;0;0
7535;1200266;0;0.28300000000000003;180246;180243;0;0
7536;1200264;0;0.313;180242;180243;0;0
7537;1305501;0;46.110.000.000.000.000;180211;190222;0;0
7538;1032656;0;2.64;180211;190224;0;0
7539;1200206;0;4.669;180208;190860;699651;1042955
7540;1200205;0;4.814;180206;117116;0;0
7541;1025648;0;19.580.000.000.000.000;180206;117120;2376319;4811152
7542;2616205;1;50.372;180121;101303;0;0
7543;1200136;0;8.031;180120;180121;0;0
7544;1200135;0;4.916;180120;180119;1942790;2483954
7545;1001031;0;7.184;180120;101078;1942790;2483954
7546;1306730;0;40.711.999.999.999.900;180119;193581;1819002;2257369
7547;1200134;0;6.388;180117;180115;354144;417708
7548;1200130;0;14.630.999.999.999.900;180117;180114;384455;454416
7549;1200129;0;1.795;180116;180115;0;0
7550;1001054;0;4.657;180116;101109;2407701;2839128
7551;1200132;0;5.016;180115;101109;0;0
7552;1001073;0;39.543;180114;101116;672524;831166
7553;1001723;0;14.562.999.999.999.900;180113;195366;3197224;4700729
7554;1001709;0;8.179;180113;101491;3197224;4700729
7555;1200124;0;14.124;180110;100850;680359;975572
7556;1200120;0;38.169.999.999.999.900;180109;191640;1197084;1600905
7557;1305932;0;11.481;180108;190389;825252;583742
7558;1008174;0;10.546;180108;106194;379915;393578
7559;1305788;0;7.86;180103;190099;215360;165024
7560;1200105;0;9.271;180102;191580;1528;1854
7561;1200104;0;44.510.000.000.000.000;180101;101759;49129;59098
7562;1200100;0;7.631;180100;260585;2211430;3013291
7563;1200023;0;5.614;180014;121853;333671;336941
7564;2616076;1;16.942;180007;121750;31658;28979
7565;2616116;1;34.555;180006;120981;0;0
7566;1200015;0;14.017.000.000.000.000;180006;120971;319898;221006
7567;1200014;0;19.273;180006;120977;177069;112444
7568;1031447;0;41.953;180006;120955;496966;333450
7569;2615988;1;53.486.999.999.999.900;180002;118533;0;0
7570;1200011;0;3.759;180002;121906;462626;704675
7571;1200010;0;11.345.999.999.999.900;180002;118543;1768439;2608169
7572;1100016;0;2.366;175006;194111;5710974;5697381
7573;1100004;0;8.702;175003;120121;3271099;3361400
7574;1090200;0;18.410.999.999.999.900;172020;168002;19699;23146
7575;1090194;0;12.698;172019;100769;317476;365600
7576;1090190;0;13.337;172018;119870;0;0
7577;1090189;0;10.456;172017;172018;0;0
7578;1304405;0;0.8909999999999999;172016;191387;1133571;1132370
7579;1090179;0;2.346;172015;172016;1133571;1132370
7580;1090178;0;2.668;172015;122323;1133571;1132370
7581;2615002;0;0.94;172014;260776;2319662;2937462
7582;1090007;0;4.735;170021;195045;3193271;3211490
7583;1080427;0;4.328;170021;195023;3193271;3211490
7584;1080417;0;4.145;170008;119238;1755146;1904440
7585;1028241;0;5.319;170008;119237;4948416;5115930
7586;1090191;0;3.272;170007;119870;0;0
7587;1080419;0;0.606;170007;119829;9414868;12297179
7588;1304389;0;37.439.999.999.999.900;170006;193128;421579;423300
7589;1250071;0;2.783;170006;193135;0;0
7590;1080424;0;4.582;170005;193129;421579;423300
7591;1080203;0;40.371;168155;168116;342596;458342
7592;1080226;0;20.458;168143;103200;162186;87720
7593;1080196;0;5.267;168138;117638;142141;278445
7594;1080195;0;7.97;168135;117624;165068;303120
7595;1080144;0;5.359;168134;117640;142141;278445
7596;1080318;0;7.931;168133;168138;142141;278445
7597;1026160;0;8.367;168133;168134;142141;278445
7598;1080207;0;6.659;168132;168146;97152;178566
7599;1080194;0;33.393;168132;117627;97152;178566
7600;1080209;0;6.654;168127;168146;97152;178566
7601;1026070;0;5.693.600.000.000.000;168126;114123;94246;184236
7602;1020462;0;2.609;168126;113937;94246;184236
7603;1080249;0;9.597.999.999.999.990;168124;168115;25812;31601
7604;1080172;0;7.903;168124;110186;1018272;2028410
7605;1036691;0;18.683;168123;124779;1664870;2795426
7606;1014219;0;4.371;168123;110186;1605348;2710908
7607;1080245;0;50.569.999.999.999.900;168122;113962;110072;202858
7608;1080188;0;8.344;168122;113979;66810;134901
7609;1020677;0;3.562;168122;113937;127105;239149
7610;1080168;0;19.339.000.000.000.000;168121;103912;416864;650606
7611;1080248;0;56.129.999.999.999.900;168115;168123;59521;84519
7612;1080169;0;37.084;168115;103943;178390;306508
7613;1014130;0;4.3;168115;110186;93055;190388
7614;1080241;0;12.968;168113;124600;0;0
7615;1080177;0;74.179.999.999.999.900;168110;110326;21419;56394
7616;1080160;0;5.544;168103;103863;359534;526531
7617;1090150;0;43.713;168098;103244;83839;70152
7618;1004025;0;5.579;168098;103239;0;0
7619;1080173;0;11.675.999.999.999.900;168097;110222;0;0
7620;1037248;0;12.879.000.000.000.000;168092;124932;821632;1792071
7621;1003924;0;13.228;168092;103181;772011;1688144
7622;1004329;0;35.045;168091;186386;4312;7142
7623;2615917;1;21.313.000.000.000.000;168087;103224;0;0
7624;1080254;0;19.566;168087;168092;49621;103928
7625;1080152;0;34.851;168087;103227;480781;338665
7626;1003997;0;4.691;168087;103225;431160;234738
7627;1080235;0;15.102;168082;168098;83839;70152
7628;1080159;0;67.070.000.000.000.000;168081;103839;170856;200708
7629;1080124;0;10.222.000.000.000.000;168061;123181;745971;1078809
7630;1080125;0;1.5;168060;115334;424872;538461
7631;1080098;0;50.603;168051;121803;61501;56952
7632;1033152;0;89.984;168051;121802;61501;56952
7633;1080096;0;21.738.000.000.000.000;168050;121808;0;0
7634;1033169;0;204.053;168049;121809;21536;19509
7635;1251668;0;25.654;168048;186294;95041;89815
7636;1080091;0;27.505;168047;121673;95041;89815
7637;1032886;0;7.399.600.000.000.000;168047;117997;95041;89815
7638;1080062;0;40.793;168030;168031;0;0
7639;1080060;0;33.273;168030;120956;0;0
7640;1080041;0;29.789.999.999.999.900;168021;168020;478368;678695
7641;1014927;0;12.220.999.999.999.900;168021;104678;478368;678695
7642;1080022;0;15.979.000.000.000.000;168011;111761;265199;422301
7643;1016734;0;9.181.000.000.000.000;168011;198127;265199;422301
7644;1080002;0;60.329.999.999.999.900;168002;101379;2276566;2770689
7645;1001534;0;41.805;168002;101380;2296264;2793835
7646;1090199;0;25.999.000.000.000.000;168001;172020;19699;23146
7647;1090193;0;24.921.999.999.999.900;168000;172019;317476;365600
7648;1077205;0;2.178;167577;167578;50202;87165
7649;1077204;0;15.575;167576;167577;50202;87165
7650;1077193;0;5.925;167573;160261;13934;23504
7651;1077192;0;42.672;167573;167572;13934;23504
7652;1077191;0;81.233;167571;167572;13934;23504
7653;1077190;0;33.744;167571;162037;13934;23504
7654;1076948;0;18.328;167494;167495;27061;46675
7655;1070308;0;9.001;163370;163371;67665;116715
7656;1070306;0;2.185;163369;163371;67665;116715
7657;1070304;0;53.610.000.000.000.000;163368;163369;67665;116715
7658;1070302;0;3.907;163368;163366;67665;116715
7659;1070300;0;4.699;163365;163366;67665;116715
7660;1070299;0;3.782;163364;163365;67665;116715
7661;1076950;0;17.664.700.000.000.000;163362;162578;503444;873958
7662;1070296;0;63.389.999.999.999.900;163362;163361;503444;873958
7663;2501387;0;56.528.999.999.999.900;163360;250772;13539;23368
7664;1070295;0;1.369;163360;163361;503444;873958
7665;1070293;0;5.405;163360;163358;516982;897325
7666;1077225;0;6.172.999.999.999.990;163359;162772;516982;897325
7667;1070292;0;15.328;163358;163359;516982;897325
7668;1077224;0;231.459;163353;162770;530522;920689
7669;1077105;0;268.751;163353;162733;557605;967432
7670;1077198;0;116.507;162873;167575;19188;28871
7671;1077188;0;8.94;162872;162866;15408;25634
7672;1069963;0;192.321;162872;250760;5961;6531
7673;1069957;0;331.055;162867;162866;82996;156839
7674;2616189;1;397.046;162861;162868;28562;37112
7675;1069960;0;35.935.400.000.000.000;162861;162867;82996;156839
7676;1069952;0;46.74;162861;162860;3070;6404
7677;1069951;0;27.916;162861;162859;94935;164129
7678;1251432;0;50.145;162860;186270;3070;6404
7679;1069949;0;2.099;162858;162859;94935;164129
7680;1069948;0;23.081.999.999.999.900;162858;162857;94935;164129
7681;1069947;0;456.366;162857;162851;94935;164129
7682;1069938;0;8.929;162853;162774;53284;75642
7683;1069934;0;48.766.999.999.999.900;162852;162853;53284;75642
7684;1069932;0;17.830.700.000.000.000;162850;162851;0;0
7685;1069828;0;10.429;162772;162771;516982;897325
7686;1251744;0;59.481;162771;186358;516982;897325
7687;1069827;0;24.747;162770;186358;516982;897325
7688;1069945;0;3.415;162745;161186;3734;9478
7689;1069772;0;6.294;162744;162745;3734;9478
7690;1077128;0;51.076;162743;162653;3734;9478
7691;1069771;0;7.73;162743;162744;3734;9478
7692;1077016;0;33.960.000.000.000.000;162732;160440;571148;990804
7693;1069741;0;70.273;162731;162733;557605;967432
7694;1069740;0;80.765;162731;162732;571148;990804
7695;1077203;0;8.439.299.999.999.990;162707;160856;50802;95180
7696;1069687;0;11.362;162707;162708;50802;95180
7697;2616188;1;90.229;162654;162022;0;0
7698;1069944;0;23.263;162654;161188;27499;46956
7699;1069572;0;19.048;162652;162653;3734;9478
7700;1076949;0;30.1;162451;167495;27061;46675
7701;1251468;0;37.796;162397;185486;1535;3198
7702;1069336;0;4.166;162396;162397;1535;3198
7703;2616190;1;6.88;162143;160864;70751;110546
7704;1069935;0;158.955;162143;162852;41184;55578
7705;1068974;0;118.116;162143;160859;31014;58294
7706;1077187;0;48.108.999.999.999.900;162024;162866;98404;182472
7707;1069532;0;63.354;162023;149910;114681;212284
7708;1069530;0;29.230.999.999.999.900;162023;162022;114681;212284
7709;1069531;0;8.033.999.999.999.990;162022;162024;98404;182472
7710;1069529;0;36.851;162022;162021;28151;50669
7711;1069773;0;10.123;162020;161187;28151;50669
7712;1069528;0;70.310.000.000.000.000;162020;162021;28151;50669
7713;1069429;0;65.764;161654;250767;27061;46675
7714;1069573;0;11.012.700.000.000.000;161544;162654;27499;46956
7715;1069166;0;81.8;161544;161543;27499;46956
7716;1069335;0;104.615;161255;162396;1535;3198
7717;2501352;0;35.915;161189;250742;12948;15385
7718;1076996;0;4.440.600.000.000.000;161189;160861;18471;27620
7719;1069650;0;3.935;161188;161187;27499;46956
7720;1069649;0;22.880.000.000.000.000;161186;161187;3734;9478
7721;1035011;0;36.49;161010;121298;12948;15385
7722;1070298;0;136.041;160868;163364;67665;116715
7723;1069023;0;52.646;160867;160868;94726;163375
7724;1069022;0;8.05;160866;160867;108264;186736
7725;1035008;0;22.975;160866;121340;108264;186736
7726;1076998;0;350.875;160864;162868;55670;83950
7727;1076954;0;2.89;160864;167497;0;0
7728;1069018;0;5.154;160860;160861;18471;27620
7729;1069016;0;56.672;160859;160858;31014;58294
7730;1077202;0;2.665;160858;167576;50202;87165
7731;1077201;0;10.535;160858;167575;19188;28871
7732;1069017;0;4.272;160857;160860;18471;27620
7733;1069015;0;15.562.000.000.000.000;160856;160857;18471;27620
7734;1069014;0;7.97;160856;160855;50202;87165
7735;1077206;0;4.94;160855;167578;50202;87165
7736;1035014;0;39.94;160440;121146;571148;990804
7737;1069931;0;41.335;160264;161543;27499;46956
7738;1069787;0;13.195;160263;160264;27499;46956
7739;1069785;0;6.278;160262;160263;13934;23504
7740;1069783;0;93.646;160262;160261;13934;23504
7741;1310609;0;19.41;160259;202102;0;0
7742;1077196;0;122.865;160259;150283;0;0
7743;1076426;0;24.285;160203;160200;54131;93370
7744;1070311;0;13.824.000.000.000.000;160203;160202;54131;93370
7745;1070305;0;39.410.000.000.000.000;160201;163370;67665;116715
7746;1076947;0;64.344;160199;167494;40595;70015
7747;1070309;0;4.868;160199;160200;54131;93370
7748;1069461;0;9.240.700.000.000.000;160198;161139;53284;75642
7749;1069830;0;55.471.000.000.000.000;160197;162774;53284;75642
7750;1069768;0;30.331;160197;160198;53284;75642
7751;1069465;0;156.98;160193;161255;1535;3198
7752;1069765;0;26.795;160192;160193;15081;26596
7753;1069020;0;26.688.599.999.999.900;160192;160864;15081;26596
7754;1056182;0;2.142;150929;146675;4354;6165
7755;1056177;0;36.719.999.999.999.900;150923;250787;4354;6165
7756;2501290;0;31.12;150855;250769;4354;6165
7757;2501275;0;25.914;150855;250707;0;0
7758;2501244;0;18.227.999.999.999.900;150855;250706;4354;6165
7759;1056075;0;11.375;150855;148911;0;0
7760;1055647;0;6.629;150444;150443;2460;3424
7761;2612157;0;11.413;150442;261673;6268;9209
7762;2612156;0;37.239.999.999.999.900;150442;261672;6268;9209
7763;1037379;0;19.778;150441;261709;346;466
7764;2616179;1;9.051;150440;150598;196;259
7765;1055642;0;33.426;150440;261713;346;466
7766;2615437;0;42.856;150439;261813;7316;10672
7767;1055641;0;22.926;150439;261807;7734;11234
7768;2615523;0;2.113;150438;261788;9748;14056
7769;2615430;0;3.303;150438;261806;7734;11234
7770;1309663;0;20.02;150437;261804;9748;14056
7771;1055640;0;12.542;150437;261788;9748;14056
7772;1035006;0;8.722.999.999.999.990;150312;117702;142798;262392
7773;1055455;0;19.237.000.000.000.000;150311;150312;142798;262392
7774;1037006;0;11.994.000.000.000.000;150311;124733;131235;241831
7775;1069570;0;15.437.999.999.999.900;150300;124710;3734;9478
7776;1055435;0;11.519;150296;150297;3734;9478
7777;1036880;0;97.167;150296;124664;3734;9478
7778;1055434;0;7.454;150294;124664;15279;29968
7779;1036944;0;4.64;150294;124700;10502;18702
7780;1020541;0;133.73;150294;110294;4931;11434
7781;1055432;0;8.302.999.999.999.990;150293;150294;142;154
7782;1036878;0;81.13;150293;124663;142;154
7783;1055431;0;17.63;150280;124651;0;0
7784;2612146;0;0.9640000000000001;150238;261662;946;1311
7785;2612145;0;8.441;150238;261661;946;1311
7786;2615373;0;4.838;150005;261406;2131;2994
7787;1055349;0;11.4;149997;252095;0;0
7788;1055439;0;38.749;149916;124699;10502;18702
7789;1054799;0;6.537.000.000.000.000;149832;149830;0;0
7790;1036858;0;4.966;149832;150280;0;0
7791;1055272;0;40.554;149830;150204;0;0
7792;2615355;0;26.149;149789;261911;888;1245
7793;2615929;1;25.269.999.999.999.900;149788;149789;888;1245
7794;1035000;0;109.014;149688;114135;6389;10950
7795;1054947;0;45.710.000.000.000.000;149687;124745;5812;10409
7796;1054944;0;6.58;149687;149686;6389;10950
7797;1054945;0;57.448;149686;149688;6389;10950
7798;2615414;0;8.142.999.999.999.990;149680;261447;288;398
7799;1054782;0;14.85;149680;261448;288;398
7800;1054779;0;7.865;149516;125038;42;52
7801;1037417;0;7.854;149516;125033;42;52
7802;2615468;0;13.78;149515;261745;1350;1876
7803;1054778;0;24.206.999.999.999.900;149515;261744;220;294
7804;1036993;0;4.934;149197;124726;131235;241831
7805;1055454;0;4.713.399.999.999.990;149196;124723;131235;241831
7806;1054118;0;32.406;149196;149197;131235;241831
7807;1055352;0;31.076.999.999.999.900;149195;124740;0;0
7808;1054790;0;43.708.999.999.999.900;149195;148134;11455;20194
7809;2616178;1;538.0;148957;162037;704;1169
7810;2615386;0;4.317;148957;261449;2282;3215
7811;1055654;0;8.762.799.999.999.990;148957;186339;2320;3619
7812;2615238;0;13.749;148956;261737;6008;8855
7813;1251714;0;61.301;148956;186340;3714;5599
7814;2615474;0;20.124.000.000.000.000;148955;261751;66;86
7815;2615218;0;10.603;148954;261726;984;1376
7816;1055643;0;2.756.900.000.000.000;148954;261708;346;466
7817;2616180;1;19.25;148953;148955;66;86
7818;2615473;0;9.243;148953;261750;1089;1524
7819;1055651;0;30.646;148953;261749;1155;1610
7820;2615471;0;30.145;148952;261748;1350;1876
7821;1054950;0;21.896;148939;124718;5812;10409
7822;1054949;0;19.352;148937;148939;5812;10409
7823;1054169;0;18.630.000.000.000.000;148911;148908;2295;3249
7824;1054793;0;37.996;148134;124724;131235;241831
7825;1053191;0;42.566;148134;148133;114681;212284
7826;1054951;0;13.475.999.999.999.900;148133;149910;114681;212284
7827;2615314;0;11.635;146675;261396;2571;3618
7828;1036120;0;14.140.000.000.000.000;130111;262358;4044588;4467199
7829;1024587;0;4.132;130111;130110;4044588;4467199
7830;1036119;0;2.674;130110;116496;1004680;1076079
7831;1036117;0;2.316;130110;197135;0;0
7832;1024582;0;4.263;130110;116498;5049268;5543278
7833;1036113;0;7.689;130106;262780;4044588;4467199
7834;2616214;1;4.178.100.000.000.000;130105;116485;1004680;1076079
7835;1036109;0;6.769;130104;130105;1004680;1076079
7836;1036108;0;2.375;130104;262752;1004680;1076079
7837;2610091;0;1.679;130103;250463;1499444;1656462
7838;2610062;0;2.52;130103;262750;1004680;1076079
7839;2500924;0;3.264;130103;124372;2504124;2732541
7840;1036105;0;1.7;130103;116465;0;0
7841;2501234;0;262.343;130030;185750;489914;850625
7842;1076953;0;43.753;130030;162578;503444;873958
7843;1039244;0;2.635;126558;126557;633038;412761
7844;1008167;0;7.235;126558;106130;633038;412761
7845;2607022;0;3.891;126557;260539;0;0
7846;1039240;0;2.124;126554;100254;0;0
7847;1039260;0;38.339.999.999.999.900;126551;106154;0;0
7848;1008194;0;2.41;126551;106155;0;0
7849;1039434;0;1.148;126549;190041;0;0
7850;1008216;0;3.036;126549;106163;0;0
7851;1039233;0;2.741;126544;260528;0;0
7852;1039421;0;14.769.999.999.999.900;126543;190032;0;0
7853;1008230;0;0.9440000000000001;126543;106174;0;0
7854;1039381;0;12.67;126541;201849;873712;731571
7855;1039400;0;1.778;126540;106159;0;0
7856;1039229;0;0.81;126540;126539;0;0
7857;1039224;0;30.810.000.000.000.000;126538;190475;519239;488032
7858;1039429;0;11.12;126536;190475;519239;488032
7859;1039227;0;6.835;126536;126535;519239;488032
7860;1039226;0;6.02;126535;126534;519239;488032
7861;1039223;0;5.132.999.999.999.990;126533;190474;519239;488032
7862;1039222;0;6.367.000.000.000.000;126532;126533;519239;488032
7863;1008077;0;14.979.000.000.000.000;126530;106066;0;0
7864;1039353;0;12.119.000.000.000.000;126529;126528;485582;499864
7865;1039220;0;3.84;126529;260546;485582;499864
7866;1039218;0;8.982.000.000.000.000;126528;126527;484871;500565
7867;1008148;0;2.161;126526;106115;425649;472710
7868;2615931;1;9.04;126525;106062;163510;107166
7869;2500013;0;9.318.999.999.999.990;126525;250073;355730;380866
7870;1306196;0;0.978;126525;190474;519239;488032
7871;1037310;0;4.691;126524;106101;0;0
7872;1039291;0;4.841;126523;126524;0;0
7873;1008113;0;4.827;126523;106098;0;0
7874;1001605;0;3.818;126518;101426;674544;869320
7875;1008013;0;10.775;126514;106037;978831;792346
7876;2607011;0;4.527;126513;260550;0;0
7877;1036153;0;3.825;126508;106018;923828;732772
7878;1306237;0;0.687;126507;190492;0;0
7879;1039407;0;10.302.999.999.999.900;126507;106025;923828;732772
7880;1036200;0;20.269.999.999.999.900;126507;190491;0;0
7881;1007978;0;39.330.000.000.000.000;126507;126508;923828;732772
7882;1007986;0;2.199;126506;126505;0;0
7883;1306327;0;2.713;126505;190494;0;0
7884;1306174;0;0.42200000000000004;126503;190497;0;0
7885;1039410;0;13.719.999.999.999.900;126503;190496;0;0
7886;1039383;0;23.609.999.999.999.900;126503;126504;0;0
7887;1008004;0;2.231;126503;106018;0;0
7888;1035810;0;1.369;126502;126501;923828;732772
7889;1007985;0;0.872;126502;190497;0;0
7890;1039377;0;4.23;126498;126501;923828;732772
7891;1007973;0;1.112;126498;106008;923828;732772
7892;1039406;0;0.9840000000000001;126491;190516;0;0
7893;1306252;0;1.435;126488;190516;0;0
7894;1039382;0;3.293;126486;190527;0;0
7895;1008002;0;5.02;126486;190524;0;0
7896;1008041;0;13.164.000.000.000.000;126485;106004;700186;602168
7897;1007964;0;2.918;126483;106031;620586;553982
7898;1306282;0;10.078;126481;190520;994591;955374
7899;1008010;0;6.098;126480;126465;736466;813792
7900;1001345;0;4.192;126476;101265;645726;771558
7901;1028966;0;4.36;126470;106000;376952;236526
7902;1039385;0;7.109;126469;126470;376952;236526
7903;1039370;0;17.049;126466;126465;736466;813792
7904;1028667;0;8.103;126466;106035;736466;813792
7905;1306167;0;7.077.000.000.000.000;126463;190501;0;0
7906;1028632;0;12.806;126463;106043;0;0
7907;1028325;0;79.570.000.000.000.000;126462;106039;819821;940881
7908;1039376;0;16.4;126461;126462;775548;870961
7909;1028219;0;6.814;126461;126460;775548;870961
7910;1028057;0;51.960.000.000.000.000;126460;126459;775548;870961
7911;1028045;0;10.62;126458;126459;775548;870961
7912;1027953;0;6.83;126458;126457;775548;870961
7913;1027863;0;13.334.000.000.000.000;126456;126457;775548;870961
7914;2500012;0;4.349;126455;260544;75616;79734
7915;1306185;0;6.519;126455;190525;0;0
7916;1027846;0;68.260.000.000.000.000;126455;126456;775548;870961
7917;1008014;0;3.623;126455;106038;736466;813792
7918;1027843;0;3.147;126453;126454;89041;63718
7919;1008129;0;2.289;126451;101268;895534;1053295
7920;1039392;0;53.489;126442;126454;89041;63718
7921;1021724;0;5.431.399.999.999.990;126441;126442;167899;117901
7922;1008027;0;16.935;126441;106039;167899;117901
7923;1306094;0;4.952;126432;190116;0;0
7924;1306092;0;3.843;126432;190114;0;0
7925;1019081;0;8.597.000.000.000.000;126430;126437;0;0
7926;1010682;0;13.07;126423;190533;343551;364112
7927;1010678;0;1.32;126422;126423;0;0
7928;1010634;0;1.58;126422;126438;0;0
7929;1000704;0;7.837.999.999.999.990;126419;100832;1288382;1634051
7930;1008325;0;8.472.999.999.999.990;126415;105997;330198;243580
7931;1008319;0;17.929.000.000.000.000;126414;126411;330198;243580
7932;1039427;0;14.697.000.000.000.000;126413;126414;330198;243580
7933;1008313;0;12.624;126413;126415;330198;243580
7934;1008311;0;14.880.999.999.999.900;126412;126410;330198;243580
7935;1008287;0;15.764.000.000.000.000;126411;126412;330198;243580
7936;1008274;0;15.578;126410;126409;330198;243580
7937;1008271;0;10.54;126407;126409;330198;243580
7938;1007951;0;9.045;126407;105998;0;0
7939;1008154;0;24.561;126382;190389;825252;583742
7940;1039394;0;20.134;126376;126374;292559;395964
7941;1008151;0;6.017;126376;101728;292559;395964
7942;1039395;0;8.627;126368;190317;292559;395964
7943;1306287;0;6.529;126367;190316;0;0
7944;1008137;0;9.129;126364;126366;0;0
7945;1008131;0;78.439.999.999.999.900;126364;126362;0;0
7946;1008111;0;5.621;126360;126359;0;0
7947;1000182;0;30.180.000.000.000.000;126359;100218;0;0
7948;1030869;0;19.669.999.999.999.900;126340;106024;0;0
7949;1001350;0;17.719.999.999.999.900;126338;101270;937208;1102318
7950;1039303;0;12.917;126337;126335;1068059;1536855
7951;1008026;0;7.956;126337;100963;1068059;1536855
7952;1039293;0;5.544;126336;100918;0;0
7953;1000859;0;15.230.000.000.000.000;126336;100934;0;0
7954;1039452;0;7.296;126328;180116;0;0
7955;1039321;0;4.154;126328;101139;224820;300524
7956;1001210;0;12.574.000.000.000.000;126327;101109;2470950;2915354
7957;1039360;0;10.222.999.999.999.900;126325;168001;19700;23149
7958;1001145;0;22.640.000.000.000.000;126325;101177;19700;23149
7959;1001144;0;4.292;126325;101162;0;0
7960;1007996;0;23.135;126324;101222;2103374;2620752
7961;1039330;0;2.004;126323;101216;0;0
7962;1001272;0;1.062;126323;101224;0;0
7963;1039363;0;2.964;126319;101289;2068266;2557931
7964;1001397;0;1.608;126319;126318;0;0
7965;1007993;0;2.81;126316;126317;317476;365600
7966;1000667;0;4.44;126316;100819;317476;365600
